SKU,Product Name,Product ID,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,Frame Color,Special Features1
7Z-49QN-MXI7,"Miu Miu MU 07RS Crystal Pavé Embellishment Frame Women Sunglasses (Black Frame, Dark Grey Lens (1AB/1A1)))",710377985915,Miu Miu,m07RS,e1AB1A1,Cat-eyed acetate frame. Crystal pavé embellishment on the temples. Miu Miu lettering logo.,sunglasses,279.99,Model: Miu Miu MU 07RS.,Crystal Pavé Embellishment on the Temples.,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex glitter pave,for her him unisex men women,sunglasses glasses frame shades lenses,not,Composite,plastic,cateye,non-polarized,55,18,140,womens,Black ,prescription-ready
CP-VW3Y-S6GL,"Miu Miu MU 07RS Crystal Pavé Embellishment Frame Women Sunglasses (Opaline Bordeaux Frame, Grey Lens (TKW/5J0))",710377985892,Miu Miu,m07RS,eTKW5J0,Cat-eyed acetate frame. Crystal pavé embellishment on the temples. Miu Miu lettering logo.,sunglasses,279.99,Model: Miu Miu MU 07RS.,Crystal Pavé Embellishment on the Temples.,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex glitter pave,for her him unisex men women,sunglasses glasses frame shades lenses,not,Composite,plastic,cateye,non-polarized,55,18,140,womens,Red ,prescription-ready
M6-F4UK-2ODF,"Miu Miu MU 07RS Crystal Pavé Embellishment Frame Women Sunglasses (Opaline Gray Frame, Grey Lens (UE2/5J2))",710377985885,Miu Miu,m07RS,eUE25J2,Cat-eyed acetate frame. Crystal pavé embellishment on the temples. Miu Miu lettering logo.,sunglasses,279.99,Model: Miu Miu MU 07RS.,Crystal Pavé Embellishment on the Temples.,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex glitter pave,for her him unisex men women,sunglasses glasses frame shades lenses,not,Composite,plastic,cateye,non-polarized,55,18,140,womens,Grey ,prescription-ready
HF-NIHC-XFF0,"Miu Miu MU 07RS Crystal Pavé Embellishment Frame Women Sunglasses (Tortoiseshell Frame, Brown Gradient Lens (7S0/1X1))",710377985908,Miu Miu,m07RS,e7S01X1,Cat-eyed acetate frame. Crystal pavé embellishment on the temples. Miu Miu lettering logo.,sunglasses,279.99,Model: Miu Miu MU 07RS.,Crystal Pavé Embellishment on the Temples.,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex glitter pave,for her him unisex men women,sunglasses glasses frame shades lenses,not,Composite,plastic,cateye,non-polarized,55,18,140,womens,Tortoise,prescription-ready
LK-W0DG-SRPF,Miu Miu MU 08OS Women Sunglasses Black Frame / Gray Gradient Lens (1AB/0A7),719363479315,Miu Miu,m08OS,e1AB0A7,,sunglasses,239,Model: Miu Miu MU08OS.,Color: Black Frame / Gray Gradient Lens (1AB/0A7).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made In Italy.,miu miu miu miu miu-miu gift for her girlfriend,for men women unisex girlfriend boyfriend,sunglasses women new collection style,Authentic made in italy noir gradient,SMU10N EDHF F00A7 fashion,black,plastic,gradient,cateye,non-polarized,54,17,140,womens,,prescription-ready
PP-07VK-OMD8,"Miu Miu MU 08RS NOIR Collection Round Crystal Embellishment Women Sunglasses (Black Frame, Grey Gradient Lens 1AB/0A7)",710377986202,Miu Miu,m08RS,eNOIR-1AB0A7,"Miu Miu Noir collection ""full circle"" design. Antiqued metal temples. Lettering logo.",sunglasses,294.99,Model: Miu Miu MU 08RS Noir Collection.,Style: Round Full Circle,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex round mirrored,for her him unisex men women reveal noir rasoir,gradient mirror sunglasses glasses frame shades lenses,,Composite,gradient,Round,non-polarized,49,28,140,womens,Black ,prescription-ready
KZ-8LI6-JDET,"Miu Miu MU 08RS NOIR Collection Round Crystal Embellishment Women Sunglasses (Havana Frame, Brown Gradient Lens 7S0/4P0)",710377986196,Miu Miu,m08RS,eNOIR-7So4P0,"Miu Miu Noir collection ""full circle"" design. Antiqued metal temples. Lettering logo.",sunglasses,294.99,Model: Miu Miu MU 08RS Noir Collection.,Style: Round Full Circle,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex round mirrored,for her him unisex men women reveal noir rasoir,gradient mirror sunglasses glasses frame shades lenses,,Composite,gradient,Round,non-polarized,49,28,140,womens, ,prescription-ready
HJ-4CKN-GSAY,Miu Miu MU 09PS Black w/Crystal Pavé Embellishment / Gray Gradient Lens 7S0/4M1,719363479216,Miu Miu,m09PS,e7S04M1,,sunglasses,289.99,Model: Miu Miu MU04QS.,Color: 7S0/4M1 Black Frame w/Crystal Pavé Embellishment / Gray Gradient Lens.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,rasoir rasor semi rimless swarovski crystalls,sunglasses women authentic made in italy,MU04QS 04qs noir,SMU04Q EDHE F00A7,black,composite,gradient,square,non-polarized,54,18,145,womens,,prescription-ready
0P-MJ4U-BUH3,"Miu Miu MU 10NS NOIR Collection Forties-style Sunglasses Women (Black Frame, Grey Lens 1AB/1A1)",710377986189,Miu Miu,m10NS,eNOIR-1AB1A1,"Miu Miu Noir collection ""full circle"" design. Antiqued metal temples. Lettering logo.",sunglasses,284.99,Model: Miu Miu MU 10NS Noir Collection.,Style: Cateye,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex round mirrored,for her him unisex men women reveal noir rasoir,gradient mirror sunglasses glasses frame shades lenses,,metal,gradient,cateye,non-polarized,55,24,140,womens,Black ,prescription-ready
0P-MJ4S-BUH3,"Miu Miu MU 10NS NOIR Collection Forties-style Sunglasses Women (Orange Havana Frame, Grey-Pink Gradient Lens UBR/3D0)",710377986172,Miu Miu,m10NS,eNOIR-UBR3D0,"Miu Miu Noir collection ""full circle"" design. Antiqued metal temples. Lettering logo.",sunglasses,284.99,Model: Miu Miu MU 10NS Noir Collection.,Style: Cateye,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex round mirrored,for her him unisex men women reveal noir rasoir,gradient mirror sunglasses glasses frame shades lenses,,metal,gradient,cateye,non-polarized,55,24,140,womens,Orange  ,prescription-ready
OM-2D1S-OXP8,"Miu Miu MU 10NS NOIR Collection Forties-style Sunglasses Women (Sand Havana Frame, Light Blue Mirror Lens HAO/4N0)",710377987117,Miu Miu,m10NS,eNOIR-HAO4N0,"Miu Miu Noir collection ""full circle"" design. Antiqued metal temples. Lettering logo.",sunglasses,284.99,Model: Miu Miu MU 10NS Noir Collection.,Style: Cateye,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex round mirrored,for her him unisex men women reveal noir rasoir,gradient mirror sunglasses glasses frame shades lenses,,metal,gradient,cateye,non-polarized,55,24,140,womens,Sand  ,prescription-ready
QW-D9GF-7TYI,Miu Miu MU 10NS NOIR forties-style Biege Havana Frame / Brown Gradient Lens (HAH/1X1),710377981634,Miu Miu,m10NS,eNOIR-HAH1X1,Noir forties-style malt beige glitter fabric frame with elegant antiqued metal temples engraved lettering logo.,sunglasses,254.99,Model: Miu Miu MU10NS.,Color: Biege Havana Frame / Brown Gradient Lens (HAH/1X1).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,tkd0a7,sunglasses women authentic dior un run diorrun,MU10ns,Sunglasses glasses shades gradient lens lenses,brown,metal,gradient,cateye,non-polarized,55,24,140,womens,,prescription-ready
MY-V8A3-FGRX,Miu Miu MU 10NS NOIR Forties-style Black Frame / Grey Gradient Lens (1AB/3M1),710377982211,Miu Miu,m10NS,eNOIR-1AB3M1,Noir forties-style malt beige glitter fabric frame with elegant antiqued metal temples engraved lettering logo.,sunglasses,279.99,Model: Miu Miu MU10NS NOIR.,Color: Black Frame / Grey Gradient Lens (1AB/3M1).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,tkd0a7,sunglasses women authentic gradient,MU10ns noir,Sunglasses glasses shades gradient lens lenses,grey,metal,gradient,cateye,non-polarized,55,24,140,womens,,prescription-ready
HF-OIKM-XC1O,Miu Miu MU 10NS Noir Forties-Style Black Sand Frame / Grey Rose Gold Mirrored Lens (1BO/2D2),710377981627,Miu Miu,m10NS,eNOIR-1BO2D2,Noir forties-style marble yellow havana fabric frame with elegant antiqued metal temples engraved lettering logo.,sunglasses,284.99,Model: Miu Miu MU10NS.,Color: Black Sand Frame / Grey Rose Gold Mirrored Lens (1BO/2D2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made In Italy.,miu miu miu miu miu-miu gift for her girlfriend,for men women unisex girlfriend boyfriend,sunglasses women new collection style,Authentic made in italy noir gradient,SMU10N EDHF F00A7 fashion,multicoloured,metal,mirrored,cateye,non-polarized,55,24,140,womens,,prescription-ready
N5-GN1W-IIOT,Miu Miu MU 10NS Noir Forties-Style Sunglasses Marble Havana Frame / Blue to Brown Gradient Lens (DHF/0A7),719363479230,Miu Miu,m10NS,eNOIR-DHF0A7,Noir forties-style marble yellow havana fabric frame with elegant antiqued metal temples engraved lettering logo. ANTHRACITE GRAY TO PALE BLUE GRADIENT LENSES Cod. SMU10N EDHF F00A7,sunglasses,279.99,Model: Miu Miu MU10NS.,Color: Marble Havana Frame / Blue to Brown Gradient Lens (DHF/0A7),"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made In Italy.,miu miu miu miu miu-miu gift for her girlfriend,for men women unisex girlfriend boyfriend,sunglasses women new collection style,Authentic made in italy noir gradient,SMU10N EDHF F00A7 fashion,brown,metal,plastic,cateye,non-polarized,55,24,140,womens,,prescription-ready
1S-6Y5Z-BJRZ,"Miu Miu MU 10QS New Rasoir Collection Women Sunglasses (Black Frame, Pink Mirror Lens 1BO/4M2)",710377986165,Miu Miu,m10QS,eRASOIR-1BO4M2,Miu Miu Rasoir collection semi-rimless square acetate frame. Metal temples. Lettering logo.,sunglasses,309.99,Model: Miu Miu MU 10QS Rasoir Collection.,Style: Semi-rimless.,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex round mirrored,for her him unisex men women reveal noir rasoir,gradient mirror sunglasses glasses frame shades lenses,,metal,mirrored,cateye,non-polarized,54,24,140,womens,Black ,prescription-ready
1S-6Y5Y-BJRZ,"Miu Miu MU 10QS New Rasoir Collection Women Sunglasses (Orange Havana Frame, Blue Mirror Lens UA5/4N0)",710377986158,Miu Miu,m10QS,eRASOIR-UA54N0,Miu Miu Rasoir collection semi-rimless square acetate frame. Metal temples. Lettering logo.,sunglasses,309.99,Model: Miu Miu MU 10QS Rasoir Collection.,Style: Semi-rimless.,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex round mirrored,for her him unisex men women reveal noir rasoir,gradient mirror sunglasses glasses frame shades lenses,,metal,mirrored,cateye,non-polarized,54,24,140,womens,Orange  ,prescription-ready
99-8FHG-PQ2M,Miu Miu MU 10QS Rasoir Sand Perl Pink Frame / Brown Gradient Lens (UA8/1L0),710377980798,Miu Miu,m10QS,eRASOIR-UA81L0,A luxurious version of the Noir marbleized black glitter fabric frame with elegant antiqued metal temples and gray crystal pavé embellishment and satin night rhinestones Engraved lettering logo.,sunglasses,289.99,Model: Miu Miu MU 10QS Rasoir.,Color: Sand Perl Pink Frame / Brown Gradient Lens (UA8/1L0).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,rasoir rasor semi rimless swarovski crystalls,sunglasses women authentic made in italy,MU04QS 04qs noir cat eye cateye,SMU04Q EDHE F00A7 discount,black,composite,gradient,cateye,non-polarized,54,24,140,womens,,
0S-FDHK-VCRJ,Miu Miu MU 10QS Rasoir Sunglasses Black Frame / Grey Gradient Lens (1AB/0A7),710377981641,Miu Miu,m10QS,eRASOIR-1AB0A7,A luxurious version of the Noir marbleized black glitter fabric frame with elegant antiqued metal temples and gray crystal pavé embellishment and satin night rhinestones Engraved lettering logo.,sunglasses,289.99,Model: Miu Miu MU 10QS Rasoir.,Color: Black Frame / Grey Gradient Lens (1AB/0A7).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,rasoir rasor semi rimless swarovski crystalls,sunglasses women authentic made in italy,MU04QS 04qs noir cat eye cateye,SMU04Q EDHE F00A7 discount,black,composite,gradient,cateye,non-polarized,54,24,140,womens,,
AC-4QRZ-PGM3,Miu Miu MU 11OS Rasoir Black Frame / Grey to Yellow Gradient Lens (1AB/1F2),710377981665,Miu Miu,m11OS,eRASOIR-1AB1F2,,sunglasses,249.99,Model: Miu Miu MU 11OS Rasoir.,Color: Black Frame / Grey to Yellow Gradient Lens (1AB/1F2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,rasoir rasor semi rimless swarovski crystalls,sunglasses women authentic made in italy,MU04QS 04qs noir cat eye cateye,SMU04Q EDHE F00A7 discount,black,composite,gradient,cateye,non-polarized,56,19,140,womens,,
LV-FYKT-FR6Y,Miu Miu MU 11OS Rasoir Sunglasses Black Frame / Grey Gradient Lens (1AB/1E2),710377981658,Miu Miu,m11OS,eRASOIR-1AB1E2,A luxurious version of the Noir marbleized black glitter fabric frame with elegant antiqued metal temples and gray crystal pavé embellishment and satin night rhinestones Engraved lettering logo.,sunglasses,249.99,Model: Miu Miu MU 11OS Rasoir.,Color: Black Frame / Grey Gradient Lens (1AB/1E2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,rasoir rasor semi rimless swarovski crystalls,sunglasses women authentic made in italy,MU04QS 04qs noir cat eye cateye,SMU04Q EDHE F00A7 discount,black,composite,gradient,cateye,non-polarized,56,19,140,womens,,
2H-TZAJ-4POQ,Miu Miu MU 12QS WINK Rasoir Sunglasses Black Browline Frame / Grey Gradient Lens (1AB/4N2),710377981672,Miu Miu,m12QS,eWINK-1AB4N2,Miu Miu Wink semi-rimless square black acetate browline frame Lettering logo. LAKE BLUE TO ANTHRACITE GRAY GRADIENT LENSES Cod. SMU12Q E1AB F04N2,sunglasses,289.99,Model: Miu Miu MU 12QS WINK Rasoir.,Color: Black Browline Frame / Grey Gradient Lens (1AB/4N2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,rasoir rasor semi rimless swarovski crystalls,sunglasses women authentic made in italy,MU04QS 04qs noir cat eye cateye,SMU04Q EDHE F00A7 discount,black,composite,gradient,cateye,non-polarized,50,26,140,womens,,
NU-7JAC-BXXB,Miu Miu MU 12QS WINK Rasoir Sunglasses Yellow Sand Havana Frame / Grey Gradient Lens (HAN/0A7),710377981689,Miu Miu,m12QS,eWINK-HAN0A7,Miu Miu Wink semi-rimless square black acetate browline frame Lettering logo. LAKE BLUE TO ANTHRACITE GRAY GRADIENT LENSES Cod. SMU12Q EHAN F00A7,sunglasses,289.99,Model: Miu Miu MU 12QS WINK Rasoir.,Color: Yellow Sand Havana Frame / Grey Gradient Lens (HAN/0A7).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,rasoir rasor semi rimless swarovski crystalls,sunglasses women authentic made in italy,MU04QS 04qs noir cat eye cateye,SMU04Q EDHE F00A7 discount,black,composite,gradient,cateye,non-polarized,50,26,140,womens,,
GK-W9QA-0YQO,Miu Miu MU 13NS Marble Havana Frame / Grey Gradient Lens (DHF/0A7),710377987100,Miu Miu,m13NS,eDHF0A7,Noir round medium frame–antiqued metal temples– lettering logo.,sunglasses,269.99,Model: Miu Miu MU13NS.,Color: Marble Havana Frame / Grey Gradient Lens (DHF/0A7).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,smu13n round antique retro 13ns,sunglasses women authentic made in italy man,women women new collection fashion designer,SMU13N E7SO F00A0,black,composite,gradient,round,non-polarized,49,26,140,womens,,prescription-ready
D3-L7ME-YMHE,Miu Miu MU 13NS Noir Round Biege Sand Havana Frame / Multicolor Mirrored Lens (UBB/2D2),710377986141,Miu Miu,m13NS,eNOIR-UBB2D2,Noir round medium frame–antiqued metal temples– lettering logo.,sunglasses,279.99,Model: Miu Miu MU13NS Noir.,Color: Biege Sand Havana Frame / Multicolor Mirrored Lens (UBB/2D2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,smu13n round antique retro 13ns,sunglasses women authentic made in italy man,women women new collection fashion designer,SMU13N E7SO F00A0,Multicoloured,composite,mirrored,round,non-polarized,49,26,140,womens,,prescription-ready
E3-56ZS-EM7D,Miu Miu MU 13NS Noir Round Brown Sand Havana Frame / Grey Milky Blue Mirrored Lens (HAO/2E2),710377981702,Miu Miu,m13NS,ENOIR-HA02E2,Noir round medium frame–antiqued metal temples– lettering logo.,sunglasses,279.99,Model: Miu Miu MU13NS.,Color: Brown Sand Havana Frame / Grey Milky Blue Mirrored Lens (HAO/2E2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,smu13n round antique retro 13ns,sunglasses women authentic made in italy man,women women new collection fashion designer,SMU13N E7SO F00A0,black,composite,mirrored,round,non-polarized,49,26,140,womens,,prescription-ready
7Z-JEFT-MSWB,Miu Miu MU 13NS Cyclamen Glitter Frame / Grphite Grey Pink Gradient Lens (DHH/1E2),710377980804,Miu Miu,m13NS,eDHH1E2,Noir round medium frame–antiqued metal temples– lettering logo.,sunglasses,269.99,Model: Miu Miu MU13NS.,Color: Cyclamen Glitter Frame / Grphite Grey Pink Gradient Lens (DHH/1E2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,smu13n round antique retro 13ns,sunglasses women authentic made in italy man,women women new collection fashion designer,SMU13N E7SO F00A0,black,composite,gradient,round,non-polarized,49,26,140,womens,,prescription-ready
0S-18CO-VCRL,Miu Miu MU 13NS Noir Round Light Sand Havana Frame / Pink Mirrored Lens (UA5/4M2),710377981696,Miu Miu,m13NS,eNOIR-UA54M2,Noir round medium frame–antiqued metal temples– lettering logo.,sunglasses,254.99,Model: Miu Miu MU13NS.,Color: Light Sand Havana Frame / Pink Mirrored Lens (UA5/4M2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,smu13n round antique retro 13ns,sunglasses women authentic made in italy man,women women new collection fashion designer,SMU13N E7SO F00A0,black,composite,mirrored,round,non-polarized,49,26,140,womens,,prescription-ready
2H-4QDT-4PYT,Miu Miu MU 13NS Noir Round Sunglasses Black Frame / Grey Lens (1AB/1A1),710377982198,Miu Miu,m13NS,eNOIR-1AB1A1,Noir round medium frame–antiqued metal temples– lettering logo.,sunglasses,279.99,Model: Miu Miu MU13NS.,Color: Black Frame / Grey Lens (1AB/1A1).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,smu13n round antique retro 13ns,sunglasses women authentic made in italy man,women women new collection fashion designer,SMU13N E7SO F00A0,black,composite,plastic,round,non-polarized,49,26,140,womens,,prescription-ready
RD-S4LD-XR3T,Miu Miu MU 13NS Round Sunglasses Yellow Havana Frame/ Bordeaux Lens (7S0/0A0),719363480601,Miu Miu,m13NS,e7S00A0,Noir round medium tortoiseshell frames– -antiqued metal temples– lettering logo.,sunglasses,254.99,Model: Miu Miu MU13NS.,Color: Yellow Havana Frame/ Bordeaux Lens 7S0/0A0.,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,smu13n round antique retro 13ns,sunglasses women authentic made in italy man,women women new collection fashion designer,SMU13N E7SO F00A0,black,plastic,plastic,round,non-polarized,49,26,140,womens,,prescription-ready
P7-PZEE-YKOK,"Miu Miu MU 50QS Pentogonal-Shaped Metal Women Sunglasses (Transparent Lilac Frame, Violet Gradient Lens TIF/4W1)",710377986127,Miu Miu,m50QS,eTIF4W1,Crystal round frame with pentagonal-shaped lenses and antiqued metal temples. Metal lettering logo.,sunglasses,254.99,Model: Miu Miu MU 50QS.,Style: Round.,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex round mirrored,for her him unisex men women reveal noir,gradient mirror sunglasses glasses frame shades lenses,,metal,gradient,Round,non-polarized,52,27,140,womens,Yellow ,prescription-ready
7W-KPDK-3BUE,"Miu Miu MU 50QS Pentogonal-Shaped Metal Women Sunglasses (Transparent Pale Green Frame, Green Gradient Lens TWN/1E0)",710377986134,Miu Miu,m50QS,eTWN1E0,Crystal round frame with pentagonal-shaped lenses and antiqued metal temples. Metal lettering logo.,sunglasses,254.99,Model: Miu Miu MU 50QS.,Style: Round.,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex round mirrored,for her him unisex men women reveal noir,gradient mirror sunglasses glasses frame shades lenses,,metal,gradient,Round,non-polarized,52,27,140,womens,Green ,prescription-ready
NX-OQ3F-VK6I,Miu Miu MU 50QS Sunglasses Transparent Grey Frame / Grey Lens (ROY/3C2),710377982327,Miu Miu,m50QS,eROY3C2,,sunglasses,254.99,Model: Miu Miu MU 50QS.,Color: Transparent Grey Frame / Grey Lens (ROY/3C2).,"Original Miu Miu Packaging, Carton Box, Case, Soft Case and Cleaning Cloth Included.",Gender: Women.,Made in Italy.,miu miu miu miu miu-miu gift for her girlfriend,tkd0a7 mu50qs,sunglasses women authentic gradient,Authentic made in italy round new original,Sunglasses glasses shades gradient lens lenses,grey,metal,plastic,round,non-polarized,52,27,140,womens,,prescription-ready
NQ-PS54-SFLU,"Miu Miu MU 51RS Noir Collection Cat-Eye Metal Women Sunglasses (Baltic Blue Frame, Blue Gradient Lens UFE/2F0)",710377986059,Miu Miu,m51RS,eNOIR-UFE2F0,Miu Miu Noir. Metal cat-eyed frame with acetate details. Engraved Miu Miu logo.,sunglasses,264.99,Model: Miu Miu MU 51RS Noir Collection.,Style: Cateye,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex cat eye mirrored,for her him unisex men women reveal noir,gradient mirror sunglasses glasses frame shades lenses,,metal,gradient,cateye,non-polarized,52,26,140,womens,Blue ,prescription-ready
EA-6JEH-HXP1,"Miu Miu MU 51RS Noir Collection Cat-Eye Metal Women Sunglasses (Biege Frame, Biege Gradient UFD/3H2)",710377986066,Miu Miu,m51RS,eNOIR-UFD3H2,Miu Miu Noir. Metal cat-eyed frame with acetate details. Engraved Miu Miu logo.,sunglasses,264.99,Model: Miu Miu MU 51RS Noir Collection.,Style: Cateye,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex cat eye mirrored,for her him unisex men women reveal noir,gradient mirror sunglasses glasses frame shades lenses,,metal,gradient,cateye,non-polarized,52,26,140,womens,Biege ,prescription-ready
J0-Y5RV-N6NF,"Miu Miu MU 51RS Noir Collection Cat-Eye Metal Women Sunglasses (Black Frame, Grey Gradient Lens 1AB/5D1)",710377986080,Miu Miu,m51RS,eNOIR-1AB5D1,Miu Miu Noir. Metal cat-eyed frame with acetate details. Engraved Miu Miu logo.,sunglasses,264.99,Model: Miu Miu MU 51RS Noir Collection.,Style: Cateye,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex cat eye mirrored,for her him unisex men women reveal noir,gradient mirror sunglasses glasses frame shades lenses,,metal,gradient,cateye,non-polarized,52,26,140,womens,Black ,prescription-ready
04-VOAK-26TS,"Miu Miu MU 51RS Noir Collection Cat-Eye Metal Women Sunglasses (Forest Green Frame, Green Gradient Lens UFC/1E0)",710377986073,Miu Miu,m51RS,eNOIR-UFC1E0,Miu Miu Noir. Metal cat-eyed frame with acetate details. Engraved Miu Miu logo.,sunglasses,264.99,Model: Miu Miu MU 51RS Noir Collection.,Style: Cateye,"Original Miu Miu Packaging, Case, Soft Case and Cleaning Cloth Included.",Gender: Women,Made in Italy.,miu miu miumiu miu-miu sunglasses frame shades,fashion new collection original authentic made in italy,man men woman unisex cat eye mirrored,for her him unisex men women reveal noir,gradient mirror sunglasses glasses frame shades lenses,,metal,gradient,cateye,non-polarized,52,26,140,womens,Green ,prescription-ready
