SKU,Product Name,Product ID,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,Frame Color,Special Features1
TJ-WN9C-XB2U,IFIC 2NS-3C3,,Christian Dior,mIFIC,e2NS-3C3,,sunglasses,349.99,Model: Diorific 2/N/S New Collection.,Color: Blue Gold Pink Frame / Gray Gradient Lens (03C3).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior round sunglasses for woman women her gift,christian dior homme ific2 ific 2,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,pink,composite,glass,round,non-polarized,55,17,145,womens,,prescription-ready
NU-NH58-BXET,IFIC 2NS-3C0,,Christian Dior,mIFIC,e2NS-3C0,,sunglasses,349.99,Model: Diorific 2/N/S New Collection.,Color: White Gold Green Frame / Gray Green Lens (03C0).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior round sunglasses for woman women her gift,christian dior homme ific2 ific 2,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,pink,composite,glass,round,non-polarized,55,17,145,womens,,prescription-ready
FH-B5RR-0U8S,Jupon 2S-0086,,Christian Dior,mJupon,e2S-0086,,sunglasses,199.99,Model: Dior Jupon 2/S.,Color: (0086) Dark Havana / Brown Gradient lens.,"Original Dior Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior jupon,christian dior,jupon 2/s,women,Sunglasses,brown,metal,gradient,rectangular,non-polarized,55,15,135,womens,,prescription-ready
TY-5QQF-3PHA,Lady 1RS-HZ9,,Christian Dior,mLady,e1RS-HZ9,"The ""DiorLady1R"" sunglasses stand out with their modern combination of fuchsia rubber temples delicately sheathed in black leather, decorated with the ""Cannage"" motif. The black acetate front is slightly butterfly-shaped. The grey lenses ensure 100% UV protection.",sunglasses,284.99,Model: DIOR LADY1R. NEW COLLECTION.,Color: Black Fuchsia Rubber Leather Frame / Gray Gradient Lens (0HZ9),"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior round sunglasses for woman women her gift,christian dior homme lady lady 1 2 r,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,black,composite,gradient,round,non-polarized,55,17,140,womens,,prescription-ready
AN-05M7-C9WS,Lady 2RS-GRU,,Christian Dior,mLady,e2RS-GRU,"The ""DiorLady2R"" sunglasses stand out with their modern combination of fuchsia rubber temples delicately sheathed in black leather, decorated with the ""Cannage"" motif. The black acetate front is slightly butterfly-shaped. The grey lenses ensure 100% UV protection.",sunglasses,294.99,Model: DIOR LADY1R. NEW COLLECTION.,Color: Black Pink Frame / Gray Gradient Lens (0GRU).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior round sunglasses for woman women her gift,christian dior homme lady lady 1 2 r,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic LADY1R HZ9HD,black,composite,gradient,round,non-polarized,55,17,140,womens,,prescription-ready
PW-EJBB-RG6T,Metaleyes 2S-6NY,,Christian Dior,mMetaleyes,e2S-6NY,,sunglasses,269.99,Model: Christian Dior Metaleyes 2/S.,Color: (06NY) Dark Havana / Brown Gradient Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Dior Metaleyes 2/S,cateye,Sunglasses,brown,plastic,gradient,cateye,non-polarized,57,14,140,womens,,prescription-ready
I4-UBMD-Q9J7,Metaleyes 2S-C7V,,Christian Dior,mMetaleyes,e2S-C7V,,sunglasses,249.99,Model: Christian Dior Metaleyes 2/S,Color: (0C7V) Black-Rose Gold / Gray Gradient lens.,"Original Dior Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Dior Metaleyes 2/S,cateye,Sunglasses,gold,plastic,gradient,cateye,non-polarized,57,14,140,womens,,prescription-ready
DW-6PLT-BDTH,Minuit 807,,Christian Dior,mMinuit,e807,,sunglasses,449.99,Model: Dior Minuit/S.,Color: Black Frame / Gray Gradient Lens (0807).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior round sunglasses for woman women her gift,christian dior homme minuit,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic LADY1R HZ9HD,black,composite,gradient,oval,non-polarized,55,17,130,womens,,prescription-ready
DW-VLQ4-BDTH,Mirrored I22,,Christian Dior,mMirrored,eI22,"The ""DiorLady2R"" sunglasses stand out with their modern combination of fuchsia rubber temples delicately sheathed in black leather, decorated with the ""Cannage"" motif. The black acetate front is slightly butterfly-shaped. The grey lenses ensure 100% UV protection.",sunglasses,279.99,Model: Dior Mirrored/S.,Color: Black Blue Shiny Frame / Gray Rose Gold Lens (0I22).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,dior round sunglasses for woman women her gift,christian dior homme mirrored,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic LADY1R HZ9HD,black,metal,glass,rectangular,non-polarized,55,11,150,womens,,
DS-L3P4-RGBO,Mystery 2S-WHB,,Christian Dior,mMystery,e2S-WHB,,sunglasses,199.99,Model: Christian Dior Mystery 2/S,Color: (0WHB) Plum Apricot Shaded / Brown Gradient lens.,"Original Dior Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Dior Mystery 2/S,cateye,Sunglasses,brown,plastic,gradient,rectangular,non-polarized,56,17,130,womens,,prescription-ready
1V-QF7U-V1IO,Reflected M2P,,Christian Dior,mReflected,eM2P,"The ""Dior Reflected"" sunglasses have a reinterpreted pantos shape and bring a mix of materials into play. The front consists of a veneer of gold-tone galvanised metal topped with a graphic double bridge, while the temples are in fine white acetate. The shaded brown lenses ensure 100% UV protection.",sunglasses,359.99,Model: Dior Reflected.,Color: Black Metallic Frame / Black Mirror Lens (0M2P).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme,sunglasses women authentic made in italy,man men unisex woman fashion designer,mirrored lens lenses authentic made in italy,black,metal,mirrored,aviator,non-polarized,55,21,140,womens,,
DZ-6G0E-UZR8,Reflected M2X,,Christian Dior,mReflected,eM2X,"The ""Dior Reflected"" sunglasses have a reinterpreted pantos shape and bring a mix of materials into play. The front consists of a veneer of gold-tone galvanised metal topped with a graphic double bridge, while the temples are in fine white acetate. The shaded brown lenses ensure 100% UV protection.",sunglasses,295,Model: Dior Reflected.,Color: Blue Black Frame / Brown Lens (0M2X).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme,sunglasses women authentic made in italy,man men unisex woman fashion designer,mirrored lens lenses authentic made in italy,blue,metal,glass,aviator,non-polarized,55,21,140,womens,,
1S-E0JW-BBKF,Reflected 321,,Christian Dior,mReflected,e321,"The ""Dior Reflected"" sunglasses have a reinterpreted pantos shape and bring a mix of materials into play. The front consists of a veneer of gold-tone galvanised metal topped with a graphic double bridge, while the temples are in fine white acetate. The shaded brown lenses ensure 100% UV protection.",sunglasses,364.99,Model: Dior Reflected.,Color: Copper Gold Frame / Gold Gradient Pink Lens (0321),"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme,sunglasses women authentic made in italy,man men unisex woman fashion designer,lens lenses authentic made in italy,gold,metal,gradient,aviator,non-polarized,55,21,140,womens,,
MK-WPIO-8W6O,Reflected EEI,,Christian Dior,mReflected,eEEI,"The ""Dior Reflected"" sunglasses have a reinterpreted pantos shape and bring a mix of materials into play. The front consists of a veneer of gold-tone galvanised metal topped with a graphic double bridge, while the temples are in fine white acetate. The shaded brown lenses ensure 100% UV protection.",sunglasses,269.99,Model: Dior Reflected.,Color: Light Gold Frame / Gold Gradient Azure Lens (0EEI).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme,sunglasses women authentic made in italy,man men unisex woman fashion designer,lens lenses authentic made in italy,gold,metal,gradient,aviator,non-polarized,55,21,140,womens,,
MD-K21F-5SBS,Reflected 85L,,Christian Dior,mReflected,e85L,"The ""Dior Reflected"" sunglasses have a reinterpreted pantos shape and bring a mix of materials into play. The front consists of a veneer of gold-tone galvanised metal topped with a graphic double bridge, while the temples are in fine white acetate. The shaded brown lenses ensure 100% UV protection.",sunglasses,364.99,Model: Dior Reflected.,Color: Palladium Frame / Super Silver Mirror Lens (085L),"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme,sunglasses women authentic made in italy,man men unisex woman fashion designer,mirrored lens lenses authentic made in italy,gold,metal,photochromatic,aviator,non-polarized,55,21,140,womens,,
2V-JOEP-B4VV,Reflected M2Q,,Christian Dior,mReflected,eM2Q,"The ""Dior Reflected"" sunglasses have a reinterpreted pantos shape and bring a mix of materials into play. The front consists of a veneer of gold-tone galvanised metal topped with a graphic double bridge, while the temples are in fine white acetate. The shaded brown lenses ensure 100% UV protection.",sunglasses,339.99,Model: Dior Reflected.,Color: Pink White Frame / Gray Rose Gold Lens (0M2Q).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme,sunglasses women authentic made in italy,man men unisex woman fashion designer,mirrored lens lenses authentic made in italy,pink,metal,mirrored,aviator,non-polarized,55,21,140,womens,,
Q7-6643-EJWC,Run BKL,,Christian Dior,mRun,eBKL,,sunglasses,379.99,Model: Dior Run. NEW COLLECTION.,Color: Gold Pink Green Frame / Green Lens (0BKL).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme solar technologic,sunglasses women authentic dior un run diorrun,man men unisex woman fashion designer,lens lenses authentic made in italy,gold,metal,gradient,cateye,non-polarized,65,9,145,womens,,
0B-USA4-568M,SoElectric MY2,,Christian Dior,mSoElectric,eMY2,"With their destructured pantos shape, the Dior So Electric sunglasses show ally sophisticated architectural lines with a fashion flair.",sunglasses,349.99,Model: Dior So Electric.,Color: Black Yellow Gold / Green Lens (0MY2).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior soreal soelectric,christian dior homme,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,gold,metal,glass,rectangular,non-polarized,58,14,140,womens,,
KH-Z2CP-T38K,SoElectric 26H,,Christian Dior,mSoElectric,e26H,"With their destructured pantos shape, the Dior So Electric sunglasses show ally sophisticated architectural lines with a fashion flair.",sunglasses,274.99,Model: Dior So Electric.,Color: Green Yellow Gold / Gray Gradient Lens (026H).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior soreal soelectric,christian dior homme,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,gold,metal,glass,rectangular,non-polarized,58,14,140,womens,,
O8-FWO2-I8TT,SoElectric 266,,Christian Dior,mSoElectric,e266,"With their destructured pantos shape, the Dior So Electric sunglasses show ally sophisticated architectural lines with a fashion flair.",sunglasses,274.99,Model: Dior So Electric.,Color: White Yellow Gold Frame / Green Lens (0266).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior soreal soelectric,christian dior homme,sunglasses women authentic made in italy,women women new collection fashion designer,lens lenses authentic made in italy,gold,metal,glass,rectangular,non-polarized,58,14,140,womens,,
RH-7PK2-HH2G,Solar 6OV,,Christian Dior,mSolar,e6OV,,sunglasses,329.99,Model: Dior Solar/S.,Color: Burgundy Orange White Black / Brown Gradient Lens (06OV).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Female,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme solar,sunglasses women authentic made in italy,man men unisex woman fashion designer,lens lenses authentic made in italy,multicoloured,metal,gradient,aviator,non-polarized,99,1,120,womens,,
RV-IH2F-NWTB,Solar QUU,,Christian Dior,mSolar,eQUU,,sunglasses,329.99,Model: Dior Solar/S.,Color: Gold Matte Pink Frame / Gray Gradient Lens (0QUU).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Female,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme solar,sunglasses women authentic made in italy,man men unisex woman fashion designer,lens lenses authentic made in italy,multicoloured,metal,gradient,aviator,non-polarized,99,1,120,womens,,
MR-WMBL-C0OB,Songe JPF ,,Christian Dior,mSonge,eJPF,,sunglasses,279.99,Model: Christian Dior Songe/S,Color: (0JPF) Blue Pink Gold / Gray Gradient lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme christian dior,for men women unisex girlfriend boyfriend,Dior Songe songe/s,cateye,Sunglasses,gold,metal,gradient,rectangular,non-polarized,62,14,140,womens,,prescription-ready
GN-V2U3-K4HH,Songe JQO,,Christian Dior,mSonge,eJQO,,sunglasses,279.99,Model: Christian Dior Songe/S,Color: (0JQO) White Pink Gold / Brown Gradient lens,"Original Dior Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Dior Songe,cateye,Sunglasses,gold,metal,gradient,rectangular,non-polarized,62,14,140,womens,,prescription-ready
0B-NJ2T-568M,Songe JQI,,Christian Dior,mSonge,eJQI,,sunglasses,279.99,Model: Christian Dior Songe/S,Color: Black White Ruthenium / Gray Gradient Lens (0JQI).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme christian dior,for men women unisex girlfriend boyfriend,Dior Songe songe/s,women women new collection fashion designer,Sunglasses glasses shades lens lenses,gold,metal,gradient,rectangular,non-polarized,62,14,140,womens,,prescription-ready
G2-GHZW-ATRM,SoReal Gold,,Christian Dior,mSoReal,eGold,"With their destructured pantos shape, the Dior So Real sunglasses from the Summer 2014 show ally sophisticated architectural lines with a fashion flair. The light frame is in black acetate with black metal details. The linear mirrored lenses ensure 100% UV protection.",sunglasses,449.99,Model: Dior So Real.,Color: Black Crystal Frame/ Gold Mirror Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior soreal soelectric soreal man men women,christian dior homme mirrored,so real,women women new collection fashion designer,Sunglasses glasses shades lens lenses,gold,metal,mirrored,wayfarer,non-polarized,48,22,140,womens,,
04-TIVS-1TPT,SoReal Black-Blue,,Christian Dior,mSoReal,eBlack-Blue,"With their destructured pantos shape, the Dior So Real sunglasses from the Summer 2014 show ally sophisticated architectural lines with a fashion flair. The light frame is in black acetate with black metal details. The linear mirrored lenses ensure 100% UV protection.",sunglasses,449.99,Model: Dior So Real.,Color: Black Metal Frame/ Blue Mirror Gradient Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior soreal,christian dior,so real,women,Sunglasses,brown,metal,gradient,wayfarer,non-polarized,48,22,140,womens,,
07-JW15-LPZ7,SoReal Blue-Blue,,Christian Dior,mSoReal,eBlue-Blue,"With their destructured pantos shape, the Dior So Real sunglasses from the Summer 2014 show ally sophisticated architectural lines with a fashion flair. The light frame is in black acetate with black metal details. The linear mirrored lenses ensure 100% UV protection.",sunglasses,449.99,Model: Dior So Real.,Color: Blue Metal Frame/ Blue Mirror Gradient Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior soreal,christian dior,so real,women,Sunglasses,blue,metal,gradient,wayfarer,non-polarized,48,22,140,womens,,prescription-ready
BF-BKCU-P5EM,SoReal KLY,,Christian Dior,mSoReal,eKLY,"With their destructured pantos shape, the Dior So Real sunglasses from the Summer 2014 show ally sophisticated architectural lines with a fashion flair. The linear mirrored lenses ensure 100% UV protection.",sunglasses,449.99,Model: Dior So Real.,Color: Black Metal Frame/ Blue Mirror Gradient Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior soreal soelectric soreal man men women,christian dior homme mirrored,sunglasses women soreal made in italy,Sunglasses glasses frame shades discount sale,gradient lens lenses authentic made in italy,brown,metal,mirrored,wayfarer,non-polarized,48,22,140,womens,,
EA-4MGR-HUWQ,SoReal HGM,,Christian Dior,mSoReal,eHGM,"With their destructured pantos shape, the Dior So Real sunglasses from the Summer 2014 show ally sophisticated architectural lines with a fashion flair. The light frame is in black acetate with black metal details. The linear mirrored lenses ensure 100% UV protection.",sunglasses,449.99,Model: Dior So Real.,Color: Palladium Havana Frame / Grey Mirror Gradient Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior soreal soelectric soreal man men women,christian dior homme mirrored,so real,women women new collection fashion designer,Sunglasses glasses shades lens lenses,gold,metal,mirrored,wayfarer,non-polarized,48,22,140,unisex-adult,,prescription-ready
TR-T95F-0DJX,SoReal Silver-Black,,Christian Dior,mSoReal,eSilver-Black,"With their destructured pantos shape, the Dior So Real sunglasses from the Summer 2014 show ally sophisticated architectural lines with a fashion flair. The light frame is in black acetate with metal details. Lenses ensure 100% UV protection.",sunglasses,449.99,Model: Dior So Real.,Color: Palladium Silver Frame / Black Lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Colored adjustable nose pads for maximum comfort.,Made in Italy.,Dior soreal soelectric soreal man men women,christian dior homme gift authentic for her unisex,gradient vintage retro style clubmaster,women women new collection fashion designer,Sunglasses glasses shades lens lenses,black,metal,glass,wayfarer,non-polarized,48,22,140,womens,,
B8-EMTQ-LMZ0,SoReal HGG,,Christian Dior,mSoReal,eHGG,"With their destructured pantos shape, the &quot;Dior So Real&quot; sunglasses from the Summer 2014 show ally sophisticated architectural lines with a fashion flair. The light frame is in black acetate with black metal details. The linear mirrored lenses ensure 100% UV protection.",sunglasses,439.99,Model: Dior So Real,Color: Palladium/Havana w/ Gray Mirror Gradient Lens,"Original Dior Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior soreal,christian dior,so real,women,Sunglasses,brown,metal,gradient,wayfarer,non-polarized,48,22,140,womens,,
58-29FD-DREG,SoReal BBM,,Christian Dior,mSoReal,eBBM,"With their destructured pantos shape, the ""Dior So Real"" sunglasses from the Summer 2014 show ally sophisticated architectural lines with a fashion flair. The light frame is in black acetate with black metal details. The linear mirrored lenses ensure 100% UV protection.",sunglasses,449.99,Model: Dior So Real.,Color: Shiny Black / Black Mirror Gradient Lens.,"Original Dior Box, Case, Soft Case and Cleaning Cloth included.",DiorSoReal / B0YMD.,Made in Italy.,Dior soreal soelectric soreal man men women,christian dior homme gift authentic for her unisex,sunglasses women soreal made in italy,women women new collection fashion designer,mirrored lens lenses authentic made in italy,black,metal,mirrored,wayfarer,non-polarized,48,22,140,womens,,
J4-L79J-6OGJ,Technologic Gold,,Christian Dior,mTechnologic,eGold,"The ""Dior Technologic"" sunglasses from Summer 2015 fashion show are characterized by their elegant and contemporary pantos shape. The gold-tone metal open-worked frame matches the ultra-flat tone-on-tone mirrored lenses and the matt black acetate temples. The gold-tone mirrored lenses ensure 100% UV protection.",sunglasses,389,Model: Dior Solar/S.,Color: Gold Matte Black Frame / Gold Mirrored Lens (0RHL).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme solar technologic,sunglasses women authentic made in italy,man men unisex woman fashion designer,lens lenses authentic made in italy,gold,metal,gradient,aviator,non-polarized,57,17,145,womens,,
PT-SLWX-7U93,Twisting D28,,Christian Dior,mTwisting,eD28,,sunglasses,269.99,Model: Christian Dior Twisting/S.,Color: (0D28) Shiny Black / Gray Gradient lens.,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior Twisting,christian dior,Twisting/S,cateye,Sunglasses,black,plastic,gradient,round,non-polarized,58,18,140,womens,,
KS-JXE9-FQTL,0196S MZR,,Dior Homme,m0196S,eMZR,,sunglasses,319.99,Model: Dior 0196/S,Color: (0MZR) Havana Black / Gray Lens.,"Original Dior Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior,christian dior,0196/s,196/s,Sunglasses,black,metal,plastic,rectangular,non-polarized,48,22,145,unisex-adult,,
GG-RN4B-H3U7,0196S MZS,,Dior Homme,m0196S,eMZS,,sunglasses,319.99,Model: Dior 0196/S.,Color: Opal Burgundy Clack / Violet Lens (0MZS).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,dior round sunglasses for woman women her gift,christian dior homme,sunglasses women new collection style,196/s 196 0196,Sunglasses glasses shades gradient lens lenses,black,metal,plastic,round,non-polarized,48,22,145,unisex-adult,,
4X-HNCD-QTLU,0200S UI9,,Dior Homme,m0200S,eUI9,,sunglasses,264.99,Model: Dior Homme 0200/s.,Color: Rubber Black Frame / Gray Gradient Lens (0UI9).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme composit 1 1.0 1-0 1_0,sunglasses women authentic made in italy,man men unisex woman fashion designer,lens lenses authentic made in italy 0200,black,resin,gradient,rectangular,non-polarized,55,18,150,unisex-adult,,
QP-IU34-4ISG,Al13 53H,,Dior Homme,mAl13,e53H,,sunglasses,334.99,Model: Dior Homme Al 13_4/S.,Color: Black Aluminium Frame / (HA) Brown Gradient Lens (053H).,"Original Dior Homme Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior new collection summer 2015,christian dior homme aviator pilot ai 13-4 13 4,sunglasses women authentic made in italy,man men unisex woman fashion designer,lens lenses authentic made in italy,black,metal,gradient,aviator,non-polarized,61,13,140,unisex-adult,,prescription-ready
3R-OLFT-78QG,BlackTie 183S-M61,,Dior Homme,mBlackTie,e183S-M61,,sunglasses,199.99,Model: Black Tie 183/S.,Color: Dark Havana / Brown Gradient Lens (0M61).,"Original Christian Dior Box, Case and Cleaning Cloth included.",Size: 52-20-145.,Gender: Unisex.,Dior homme,christian dior,black tie,183/s,Sunglasses,brown,metal,plastic,rectangular,non-polarized,52,20,145,unisex-adult,Gold,prescription-ready
3D-AN5P-0V0G,BlackTie 196S-L09,,Dior Homme,mBlackTie,e196S-L09,,sunglasses,179.99,Model: Black Tie 196/S.,Color: (0L09) Gray Crystal Blue / Gray lens,"Original Dior Box, Case and Cleaning Cloth included.",Gender: Unisex.,,Dior homme,christian dior,black tie,196/s,Sunglasses,grey,plastic,gradient,rectangular,non-polarized,54,19,145,unisex-adult,,prescription-ready
6L-UOGI-ZYX3,BlackTie 196S-L1L,,Dior Homme,mBlackTie,e196S-L1L,,sunglasses,199.99,Model: Black Tie 196/S.,Color: (0L1L) Crystal Havana Black / Brown Gradient lens,"Original Dior Box, Case and Cleaning Cloth included.",Gender: Unisex.,,Dior homme,christian dior,black tie,196/s,Sunglasses,black,plastic,gradient,rectangular,non-polarized,54,19,145,unisex-adult,,prescription-ready
WE-NB18-PTUE,Composit 010,,Dior Homme,mComposit,e010,"THE DESCRIPTION ""Dior Composit 1.0"" sunglasses revealed at the Summer 2015 show. Pantos shape with flat brown lenses and frame in ultra-thin tone-on-tone palladium metal. Openwork temples show the emblematic Dior Homme ""cut"". The flat brown lenses ensure 100% UV protection.",sunglasses,389.99,Model: Dior Homme Composit 1.0 2015 Summer Collection.,Color: Palladium Frame / Brown Lens (0010).,"Original Christian Dior Packaging, Box, Case, Soft Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Dior reflected new collection summer 2015,christian dior homme composit 1 1.0 1-0 1_0,sunglasses women soreal made in italy,man men unisex woman fashion designer,lenses authentic made in italy so real,gold,metal,gradient,aviator,non-polarized,62,12,150,unisex-adult,,prescription-ready
0S-T86B-V0NU,Mohotani W7C,,Dior Homme,mMohotani,eW7C,,sunglasses,199.99,Model: Dior Mohotani/S,Color: (0W7C) Red Mother Of Pearl Fuchsia / Brown Mirror Gold Shaded lens,"Original Dior Box, Case and Cleaning Cloth included.",Gender: Women.,Made in Italy.,Dior homme,christian dior,Mohotani,Dior Mohotani/S,Sunglasses,red,plastic,plastic,oval,non-polarized,58,15,140,unisex-adult,,
