SKU,Product Name,Product Id,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,FrameColor,Special Features1
7W-6VWC-3BAM,Ray-Ban RX5279 5541 Eyeglasses Brown Gradient Transparent Bordeaux Frame 55mm,,Ray-Ban,mRX5279,e5541,,prescription-eyewear-frames,129.99,Gender: Unisex.,Frame Color:Brown Gradient Transparent Bordeaux Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses clubmaster,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,composite,plastic,square,non-polarized,55,18,145,unisex-adult,Brown,prescription-ready
9D-Y1BI-9DU7,Ray-Ban RX5279 5542 Eyeglasses Brown Gradient Transparent Beige Frame 53mm,,Ray-Ban,mRX5279,e5542,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color:Brown Horn Gradient Transparent Beige Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses clubmaster,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,composite,plastic,square,non-polarized,53,18,145,unisex-adult,Beige,prescription-ready
EE-3Q5U-1GHN,Ray-Ban RX5279 5542 Eyeglasses Brown Horn Gradient Transparent Beige Frame 55mm.,,Ray-Ban,mRX5279,e5542,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color:Brown Horn Gradient Transparent Beige Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses clubmaster,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,square,non-polarized,55,18,145,unisex-adult,Beige,prescription-ready
U1-FFEL-NCEM,Ray-Ban RX5279 5543 Eyeglasses Blue Horn Gradient Transparent Brown Frame 53mm.,,Ray-Ban,mRX5279,e5543,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color:Blue Horn Gradient Transparent Brown Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses clubmaster,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,blue,plastic,plastic,square,non-polarized,53,18,145,unisex-adult,Brown,prescription-ready
QI-97GS-1EOT,Ray-Ban RX5279 5543 Eyeglasses Blue Horn Gradient Transparent Brown Frame 55mm.,,Ray-Ban,mRX5279,e5543,,prescription-eyewear-frames,129.99,Gender: Unisex.,Frame Color:Blue Horn Gradient Transparent Brown Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses clubmaster,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,blue,plastic,plastic,square,non-polarized,55,18,145,unisex-adult,Brown,prescription-ready
MR-P2ZZ-C8UY,Ray-Ban RX5285 2034 Unisex Eyeglasses Top Black on Transparent Frame 53mm.,,Ray-Ban,mRX5285,e2034,,prescription-eyewear-frames,154.99,Gender: Unisex.,Frame Color: Top Black on Transparent Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,53,19,145,unisex-adult,Black,prescription-ready
DS-LGVS-RSVC,Ray-Ban RX5286 2034 Eyeglasses Top Black on Transparent Frame 51mm.,,Ray-Ban,mRX5286,e2034,,prescription-eyewear-frames,154.99,Gender: Unisex.,Frame Color:Top Black on Transparent Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses clubmaster,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,51,18,135,unisex-adult,Black,prescription-ready
HF-KAI3-XCIV,Ray-Ban RX5286 5082 Eyeglasses Top Havana on Transparent Frame 51mm.,,Ray-Ban,mRX5286,e5082,,prescription-eyewear-frames,154.99,Gender: Unisex.,Frame Color:Top Havana on Transparent Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses clubmaster,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,square,non-polarized,51,18,135,unisex-adult,,prescription-ready
O1-F410-FB2D,"Ray-Ban RX5287 Square Unisex Eyeglasses (Black Frame 2000 , 52)",,Ray-Ban,mRX5287,e2000,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5287 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,52,18,145,unisex-adult,Black,prescription-ready
IF-6ZTO-DJT8,"Ray-Ban RX5287 Square Unisex Eyeglasses (Black Frame 2000, 54)",,Ray-Ban,mRX5287,e2000,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5287 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,18,145,unisex-adult,Black,prescription-ready
N5-YM6Y-ISRM,"Ray-Ban RX5287 Square Unisex Eyeglasses (Black on Transparent Frame 2034, 52)",,Ray-Ban,mRX5287,e2034,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5287 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,52,18,145,unisex-adult,Black,prescription-ready
IF-6ZTR-DJT8,"Ray-Ban RX5287 Square Unisex Eyeglasses (Black on Transparent Frame 2034, 54)",,Ray-Ban,mRX5287,e2034,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5287 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,18,145,unisex-adult,Black,prescription-ready
IF-6ZTK-DJT8,"Ray-Ban RX5287 Square Unisex Eyeglasses (Dark Havana Frame 2012, 52)",,Ray-Ban,mRX5287,e2012,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5287 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,52,18,145,unisex-adult,brown,prescription-ready
IF-6ZTQ-DJT8,"Ray-Ban RX5287 Square Unisex Eyeglasses (Dark Havana Frame 2012, 54)",,Ray-Ban,mRX5287,e2012,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5287 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,18,145,unisex-adult,brown,prescription-ready
KH-RWTF-T8BG,Ray-Ban RX5294 2012 Eyeglasses Metal Dark Havana/Gunmetal Frame 49mm.,,Ray-Ban,mRX5294,e2012,,prescription-eyewear-frames,154.99,Gender: Unisex.,Frame Color: Dark Havana/Gunmetal Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses clubmaster,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,metal,plastic,square,non-polarized,49,21,140,unisex-adult,silver,prescription-ready
AG-T87B-930X,Ray-Ban RX5294 2077 Clubmaster Eyeglasses Icons Metal Matte Black Frame 49mm.,,Ray-Ban,mRX5294,e2077,,prescription-eyewear-frames,159.99,Gender: Unisex.,Frame Color: Metal Matte Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses clubmaster,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,49,21,140,unisex-adult,Black,prescription-ready
7A-8HMJ-TOZ8,"Ray-Ban RX5298 Women Butterfly Eyeglasses ( Matte Brown w/Opal Pink Frame 5386, 53)",,Ray-Ban,mRX5298,e5386,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,53,17,135,unisex-adult,Pink,prescription-ready
0L-TQS8-S96D,"Ray-Ban RX5298 Women Butterfly Eyeglasses (Black Frame 5548, 53)",,Ray-Ban,mRX5298,e5548,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,53,17,135,unisex-adult,Black,prescription-ready
GR-RQD8-46W1,"Ray-Ban RX5298 Women Butterfly Eyeglasses (Black Frame 5548, 55)",,Ray-Ban,mRX5298,e5548,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,55,17,135,unisex-adult,Black,prescription-ready
C0-03ZR-YXXN,"Ray-Ban RX5298 Women Butterfly Eyeglasses (Dark Havana Frame 2012, 53)",,Ray-Ban,mRX5298,e2012,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,53,17,135,unisex-adult,brown,prescription-ready
LH-JCQM-9FUG,"Ray-Ban RX5298 Women Butterfly Eyeglasses (Dark Havana Frame 2012, 55)",,Ray-Ban,mRX5298,e2012,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,55,17,135,unisex-adult,brown,prescription-ready
LH-JCQP-9FUG,"Ray-Ban RX5298 Women Butterfly Eyeglasses (Havana Frame 5549, 53)",,Ray-Ban,mRX5298,e5549,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,53,17,135,unisex-adult,Havana Frame 5549,prescription-ready
GR-RQDC-46W1,"Ray-Ban RX5298 Women Butterfly Eyeglasses (Havana Frame 5549, 55)",,Ray-Ban,mRX5298,e5549,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,55,17,135,unisex-adult,Havana Frame 5549,prescription-ready
5B-LD5L-XI4S,"Ray-Ban RX5298 Women Butterfly Eyeglasses (Matte Brown w/Opal Pink Frame 5386 , 55)",,Ray-Ban,mRX5298,e5386,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,55,17,135,unisex-adult,Pink,prescription-ready
13-AIAY-IBUC,"Ray-Ban RX5298 Women Butterfly Eyeglasses (ShinyBlack Frame 2000 , 55)",,Ray-Ban,mRX5298,e2000,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,55,17,135,unisex-adult,Black,prescription-ready
Q7-AZ3T-EOSV,"Ray-Ban RX5298 Women Butterfly Eyeglasses (ShinyBlack Frame 2000, 53)",,Ray-Ban,mRX5298,e2000,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5298,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,butterfly,non-polarized,53,17,135,unisex-adult,Black,prescription-ready
CF-O0CA-5DOF,Ray-Ban RX5308 2034 Eyeglasses Black On Transparent Frame 53mm,,Ray-Ban,mRX5308,e2034,,prescription-eyewear-frames,159.99,Gender: Unisex.,Frame Color: 2034 Black On Transparent Frame.,"Original Ray-Ban Packaging, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses 5308 rb rx,Eyeglasses frame ophtalmic prescription,Authentic made in italy round women,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,53,18,145,unisex-adult,Black,prescription-ready
DS-TMWJ-RSZG,Ray-Ban RX5317 2000 Icons Unisex Eyeglasses Shiny Black Frame 50mm,,Ray-Ban,mRX5317,e2000,,prescription-eyewear-frames,174.99,Gender: Unisex.,Frame Color: Icons Shiny Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,50,21,145,unisex-adult,Black,prescription-ready
BJ-WUG2-8SBT,Ray-Ban RX5317 2000 Icons Unisex Eyeglasses Shiny Black Frame 52mm,,Ray-Ban,mRX5317,e2000,,prescription-eyewear-frames,159.99,Gender: Unisex.,Frame Color: Icons Shiny Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,52,21,145,unisex-adult,Black,prescription-ready
FV-1A26-7LAR,Ray-Ban RX5317 2012 Unisex Eyeglasses Dark Havana Frame 50mm,,Ray-Ban,mRX5317,e2012,,prescription-eyewear-frames,164.99,Gender: Unisex.,Frame Color: Dark Havana Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,square,non-polarized,50,21,145,unisex-adult,brown,prescription-ready
7L-CEH1-GHHF,Ray-Ban RX5317 2012 Unisex Eyeglasses Dark Havana Frame 52mm,,Ray-Ban,mRX5317,e2012,,prescription-eyewear-frames,164.99,Gender: Unisex.,Frame Color: Dark Havana Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,square,non-polarized,52,21,145,unisex-adult,brown,prescription-ready
II-N97W-X5QV,Ray-Ban RX5317 5384 Icons Eyeglasses Striped Havana Frame 52mm,,Ray-Ban,mRX5317,e5384,,prescription-eyewear-frames,159.99,Gender: Unisex.,Frame Color: Striped Havana Frame.,"Original Ray-Ban Packaging, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses 5317 5384 rb rx,Eyeglasses frame ophtalmic prescription,Authentic made in italy round women,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,52,21,145,unisex-adult,,prescription-ready
77-N3BD-A1QK,Ray-Ban RX5334 5211 Folding Clubmaster Eyeglasses Dark Havana Frame 51mm,,Ray-Ban,mRX5334 ,e5211,,prescription-eyewear-frames,174.99,Lens: Demo,Frame Color : Dark Havana.,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale,prescription demo clear lens ophtalmic optical,Authentic original new hipster round,men women Eyeglasses frame ophtalmic,,plastic,plastic,Clubmaster,non-polarized,51,21,145,unisex-adult,brown,prescription-ready
51-YAW3-AOBM,"Ray-Ban RX5340 Unisex Square Eyeglasses (Blue Gradient w/Transparent Brown Frame 5543, 51)",,Ray-Ban,mRX5340,e5543,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5340,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,51,18,140,unisex-adult,Blue,prescription-ready
EH-HJMU-L68G,"Ray-Ban RX5340 Unisex Square Eyeglasses (Grey Gradient Transparent Frame 5540, 53)",,Ray-Ban,mRX5340,e5540,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5340,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,53,18,140,unisex-adult,Grey,prescription-ready
J7-9604-QF6V,"Ray-Ban RX5340 Unisex Square Eyeglasses (Shiny Black Frame 2000, 51)",,Ray-Ban,mRX5340,e2000,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5340,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,51,18,140,unisex-adult,Black,prescription-ready
2O-ACNB-81YG,"Ray-Ban RX5340 Unisex Square Eyeglasses (Shiny Black Frame 2000, 53)",,Ray-Ban,mRX5340,e2000,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5340,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,53,18,140,unisex-adult,Black,prescription-ready
51-YAW7-AOBM,"Ray-Ban RX5340 Unisex Square Eyeglasses (Shiny Havana Frame 2012, 53)",,Ray-Ban,mRX5340,e2012,,prescription-eyewear-frames,139.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5340,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,53,18,140,unisex-adult,Shiny Havana Frame 2012,prescription-ready
KS-J697-G6AD,"Ray-Ban RX5341 Women Cat Eye Eyeglasses (Gradient Stiped Blue Frame 5572, 55)",,Ray-Ban,mRX5341,e5572,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Women,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5341,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,cateye,non-polarized,55,17,135,unisex-adult,Blue,prescription-ready
5F-XPPR-H42H,"Ray-Ban RX5341 Women Cat Eye Eyeglasses (Gradient Striped Grey Frame 5571, 53)",,Ray-Ban,mRX5341,e5571,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Women,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5341,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,cateye,non-polarized,53,17,135,unisex-adult,Grey,prescription-ready
G2-RJVT-AXBY,"Ray-Ban RX5341 Women Cat Eye Eyeglasses (Gradient Striped Grey Frame 5571, 55)",,Ray-Ban,mRX5341,e5571,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Women,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5341,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,cateye,non-polarized,55,17,135,unisex-adult,Grey,prescription-ready
OC-0775-23W5,"Ray-Ban RX5341 Women Cat Eye Eyeglasses (Gradient Striped Violet Frame 5570 , 53)",,Ray-Ban,mRX5341,e5570,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Women,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5341,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,cateye,non-polarized,53,17,135,unisex-adult,Violet,prescription-ready
G2-RJVR-AXBY,"Ray-Ban RX5341 Women Cat Eye Eyeglasses (Gradient Striped Violet Frame 5570, 55)",,Ray-Ban,mRX5341,e5570,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Women,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5341,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,cateye,non-polarized,55,17,135,unisex-adult,Violet,prescription-ready
PI-ASMD-LF8S,"Ray-Ban RX5341 Women Cat Eye Eyeglasses (Shiny Black Frame 2000, 53)",,Ray-Ban,mRX5341,e2000,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Women,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5341,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,cateye,non-polarized,53,17,135,unisex-adult,Black,prescription-ready
KS-J68Y-G6AD,"Ray-Ban RX5341 Women Cat Eye Eyeglasses (Shiny Black Frame 2000, 55)",,Ray-Ban,mRX5341,e2000,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Women,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5341,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,cateye,non-polarized,55,17,135,unisex-adult,Black,prescription-ready
PI-ASMB-LF8S,"Ray-Ban RX5341 Women Cat Eye Eyeglasses (Shiny Havana Frame 2012, 53)",,Ray-Ban,mRX5341,e2012,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Women,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5341,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,cateye,non-polarized,53,17,135,unisex-adult,Shiny Havana Frame 2012,prescription-ready
PI-ASML-LF8S,"Ray-Ban RX5341 Women Cat Eye Eyeglasses (Shiny Havana Frame 2012, 55)",,Ray-Ban,mRX5341,e2012,,prescription-eyewear-frames,144.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Women,,Ray Ban rayban ray-ban gift,reading glasses discount sale 5341,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,cateye,non-polarized,55,17,135,unisex-adult,Shiny Havana Frame 2012,prescription-ready
LD-51TH-PNOE,Ray-Ban RX6049 2620 Aviator Unisex Eyeglasses Matte Gunmetal Frame 55mm,,Ray-Ban,mRX6049,e2620,,prescription-eyewear-frames,144.99,Gender: Unisex.,Frame Color: 2620 Matte Gunmetal Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,metallic,metal,plastic,aviator,non-polarized,55,14,140,unisex-adult,silver,prescription-ready
HJ-Y8HS-GY0Q,Ray-Ban RX7046 5364 Unisex Eyeglasses Rubber Black Frame 53mm,,Ray-Ban,mRX6049,e5364,,prescription-eyewear-frames,109.99,Gender: Unisex.,Frame Color: 5364 Rubber Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,composite,plastic,round,non-polarized,53,18,140,unisex-adult,Black,prescription-ready
3Y-5JZA-AXWO,Ray-Ban RX6238 2509 Eyeglasses Shiny Black Metal Frame 55mm,,Ray-Ban,mRX6238,e2509,,prescription-eyewear-frames,139.99,Gender: Unisex.,Frame Color: Shiny Black Metal Frame.,"Original Ray-Ban Packaging, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,55,17,150,unisex-adult,Black,prescription-ready
K7-M1M7-6EV1,Ray-Ban RX6295 2804 Clubmaster Eyeglasses Metal Brushed Black Frame 49mm,,Ray-Ban,mRX6295,e2804,,prescription-eyewear-frames,169.99,Gender: Unisex.,Frame Color: Metal Brushed Black.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,metal,plastic,square,non-polarized,49,21,140,unisex-adult,Black,prescription-ready
