SKU,Product Name,Product Id,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,FrameColor,Special Features1
HF-JZVG-XGG1,"Ray-Ban RX7025 Square Unisex Eyeglasses (Dark Grey Frame 5418, 53)",,Ray-Ban,mRX7025,e5418,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7025 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,53,17,148,unisex-adult,Grey,prescription-ready
M6-BM8V-2PEG,"Ray-Ban RX7025 Square Unisex Eyeglasses (Dark Grey Frame 5418, 55)",,Ray-Ban,mRX7025,e5418,,prescription-eyewear-frames,134.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7025 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,55,17,148,unisex-adult,Grey,prescription-ready
9G-F76F-SZF4,Ray-Ban RX7031 2000 Unisex Eyeglasses Shiny Black Frame 53mm,,Ray-Ban,mRX7031,e2000,,prescription-eyewear-frames,164.99,Gender: Unisex.,Frame Color: Shiny Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,rectangular,non-polarized,53,17,140,unisex-adult,Black,prescription-ready
A5-PHGD-M9BX,Ray-Ban RX7031 2000 Unisex Eyeglasses TECH LIGHT RAY Shiny Black Frame 55mm,,Ray-Ban,mRX7031,e2000,,prescription-eyewear-frames,164.99,Gender: Unisex.,Frame Color: Shiny Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,rectangular,non-polarized,55,17,145,unisex-adult,Black,prescription-ready
32-1M8Q-EDJJ,Ray-Ban RX7031 2301 Eyeglasses Dark Havana Frame 55mm.,,Ray-Ban,mRX7031,e2301,,prescription-eyewear-frames,184.99,Gender: Unisex.,Frame Color: Dark Havana Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,rectangular,non-polarized,55,17,145,unisex-adult,brown,prescription-ready
MK-JYJ5-91C9,Ray-Ban RX7031 2301 Eyeglasses TECH LIGHT RAY Dark Havana Frame 53mm.,,Ray-Ban,mRX7031,e2301,,prescription-eyewear-frames,174.99,Gender: Unisex.,Frame Color: Dark Havana Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,rectangular,non-polarized,53,17,145,unisex-adult,brown,prescription-ready
QZ-AGTH-RGDF,Ray-Ban RX7032 5204 Unisex Eyeglasses Matte Black Tech Liteforce Frame 50mm,,Ray-Ban,mRX7032,e5204,,prescription-eyewear-frames,174.99,Gender: Unisex.,Frame Color: Matte Black Tech Liteforce Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,50,17,145,unisex-adult,Black,prescription-ready
HN-2W92-0N0L,Ray-Ban RX7032 5204 Unisex Eyeglasses Matte Black Tech Liteforce Frame 52mm,,Ray-Ban,mRX7032,e5204,,prescription-eyewear-frames,174.99,Gender: Unisex.,Frame Color: Matte Black Tech Liteforce Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,52,17,150,unisex-adult,Black,prescription-ready
FR-9OWH-NZLP,Ray-Ban RX7032 5204 Unisex Eyeglasses Matte Black Tech Liteforce Frame 55mm,,Ray-Ban,mRX7032,e5204,,prescription-eyewear-frames,174.99,Gender: Unisex.,Frame Color: Matte Black Tech Liteforce Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,55,17,150,unisex-adult,Black,prescription-ready
51-EM92-AK9V,Ray-Ban RX7032 5206 Eyeglasses Black Tech Liteforce Frame 55mm.,,Ray-Ban,mRX7032,e5206,,prescription-eyewear-frames,174.99,Gender: Unisex.,Frame Color: Black Tech Liteforce Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,55,17,150,unisex-adult,Black,prescription-ready
0S-KNSP-VD01,Ray-Ban RX7032 5206 Unisex Eyeglasses Black Frame 50mm,,Ray-Ban,mRX7032,e5206,,prescription-eyewear-frames,174.99,Gender: Unisex.,Frame Color: Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,50,17,145,unisex-adult,Black,prescription-ready
LK-602H-SXMB,Ray-Ban RX7032 5206 Unisex Eyeglasses Black Tech Liteforce Frame 52mm,,Ray-Ban,mRX7032,e5206,,prescription-eyewear-frames,169.99,Gender: Unisex.,Frame Color: Black Tech Liteforce Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,square,non-polarized,52,17,145,unisex-adult,Black,prescription-ready
N1-E3RF-Z2O2,Ray-Ban RX7046 5364 Unisex Eyeglasses Rubber Black Frame 51mm,,Ray-Ban,mRX7046,e5364,,prescription-eyewear-frames,109.99,Gender: Unisex.,Frame Color: Rubber Black Frame Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,rectangular,non-polarized,51,18,140,unisex-adult,Black,prescription-ready
NN-YK0S-8QJ1,Ray-Ban RX7046 5365 Unisex Eyeglasses Rubber Havana Frame 51mm,,Ray-Ban,mRX7046,e5365,,prescription-eyewear-frames,94.99,Gender: Unisex.,Frame Color: Rubber Havana Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,rectangular,non-polarized,51,18,140,unisex-adult,,prescription-ready
A2-794H-2PWE,Ray-Ban RX7046 5365 Unisex Eyeglasses Rubber Havana Frame 53mm,,Ray-Ban,mRX7046,e5365,,prescription-eyewear-frames,94.99,Gender: Unisex.,Frame Color: Rubber Havana Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,brown,plastic,plastic,rectangular,non-polarized,53,18,140,unisex-adult,,prescription-ready
QE-Y3NK-HSIF,Ray-Ban RX7046 5485 Unisex Eyeglasses Red Iridescent Frame 51mm,,Ray-Ban,mRX7046,e5485,,prescription-eyewear-frames,94.99,Gender: Unisex.,Frame Color: Red Iridescent Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,red,plastic,plastic,rectangular,non-polarized,51,18,140,unisex-adult,Red,prescription-ready
8D-7HT2-TA49,Ray-Ban RX7046 5485 Unisex Eyeglasses Red Iridescent Frame 53mm,,Ray-Ban,mRX7046,e5485,,prescription-eyewear-frames,94.99,Gender: Unisex.,Frame Color: Red Iridescent Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,red,plastic,plastic,rectangular,non-polarized,53,18,145,unisex-adult,Red,prescription-ready
4J-V1TN-KLIY,Ray-Ban RX7046 5486 Unisex Eyeglasses Violet Iridescent Frame 53mm,,Ray-Ban,mRX7046,e5486,,prescription-eyewear-frames,94.99,Gender: Unisex.,Frame Color: Violet Iridescent Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,red,plastic,plastic,rectangular,non-polarized,53,18,145,unisex-adult,Violet,prescription-ready
NU-K1EH-C2OX,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Black Frame 2000, 54)",,Ray-Ban,mRX7047,e2000,,prescription-eyewear-frames,99.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Black,prescription-ready
EE-0SNX-1KS4,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Black Frame 2000, 56)",,Ray-Ban,mRX7047,e2000,,prescription-eyewear-frames,99.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Black,prescription-ready
4N-094Z-49KA,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Matte Black Frame 5196, 54)",,Ray-Ban,mRX7047,e5196,,prescription-eyewear-frames,99.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Black,prescription-ready
04-J5MC-27LV,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Matte Black Frame 5196, 56)",,Ray-Ban,mRX7047,e5196,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Black,prescription-ready
II-VW3K-X6MC,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Matte Black Frame 5196, 56)",,Ray-Ban,mRX7047,e5196,,prescription-eyewear-frames,99.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Black,prescription-ready
9K-2ECX-CPIP,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Matte Blue Frame 5450, 54)",,Ray-Ban,mRX7047,e5450,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Blue,prescription-ready
EA-U0QA-HYH3,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Matte Blue Frame 5450, 56)",,Ray-Ban,mRX7047,e5450,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Blue,prescription-ready
07-PXJU-LTWV,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Matte Brown Frame 5451, 54)",,Ray-Ban,mRX7047,e5451,,prescription-eyewear-frames,99.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Brown,prescription-ready
9N-96AN-WBTP,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Matte Brown Frame 5451, 56)",,Ray-Ban,mRX7047,e5451,,prescription-eyewear-frames,99.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Brown,prescription-ready
4X-HJX8-R2VA,"Ray-Ban RX7047 Rectangle Unisex Eyeglasses (Matte Hvana Frame 5573, 54)",,Ray-Ban,mRX7047,e5573,,prescription-eyewear-frames,99.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7047 rb rx,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,,plastic,Demo,Rectangular,non-polarized,54,17,145,unisex-adult,Hvana,prescription-ready
GG-SUA5-HDG4,"Ray-Ban RX7049 Unisex Eyeglasses (Matte Black Frame 5204, 53)",,Ray-Ban,mRX7049,e5204,,prescription-eyewear-frames,134.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7049,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,53,17,145,unisex-adult,Black,prescription-ready
PW-C30V-RVCY,"Ray-Ban RX7049 Unisex Eyeglasses (Matte Black Frame 5204, 56)",,Ray-Ban,mRX7049,e5204,,prescription-eyewear-frames,134.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7049,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,56,17,145,unisex-adult,Black,prescription-ready
9R-6ERI-FXRE,"Ray-Ban RX7050 Square Unisex Eyeglasses (Dark Matte Red Frame 5456, 52)",,Ray-Ban,mRX7050,e5456,,prescription-eyewear-frames,174.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7050,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,52,18,140,unisex-adult,Red,prescription-ready
NX-H9VR-VOMM,"Ray-Ban RX7050 Square Unisex Eyeglasses (Dark Matte Red Frame 5456, 54)",,Ray-Ban,mRX7050,e5456,,prescription-eyewear-frames,174.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7050,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,54,18,140,unisex-adult,Red,prescription-ready
NX-H9VN-VOMM,"Ray-Ban RX7050 Square Unisex Eyeglasses (Matte Black Frame 2077, 52)",,Ray-Ban,mRX7050,e2077,,prescription-eyewear-frames,174.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7050,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,52,18,140,unisex-adult,Black,prescription-ready
9R-6ERK-FXRE,"Ray-Ban RX7050 Square Unisex Eyeglasses (Matte Dark Blue Frame 5451, 52)",,Ray-Ban,mRX7050,e5451,,prescription-eyewear-frames,174.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7050,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,52,18,140,unisex-adult,Blue,prescription-ready
EH-Y14Y-L6PS,"Ray-Ban RX7050 Square Unisex Eyeglasses (Matte Havana Frame 5200, 52)",,Ray-Ban,mRX7050,e5200,,prescription-eyewear-frames,174.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7050,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,52,18,140,unisex-adult,Matte Havana Frame 5200,prescription-ready
9R-6ERP-FXRE,"Ray-Ban RX7050 Square Unisex Eyeglasses (Matte Havana Frame 5200, 54)",,Ray-Ban,mRX7050,e5200,,prescription-eyewear-frames,174.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7050,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,54,18,140,unisex-adult,Matte Havana Frame 5200,prescription-ready
IT-PU0X-JZXC,"Ray-Ban RX7051 Unisex Eyeglasses (Matte Black Frame 2077, 47)",,Ray-Ban,mRX7051,e2077,,prescription-eyewear-frames,174.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7051,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,47,20,140,unisex-adult,Black,prescription-ready
4N-EYWZ-4924,"Ray-Ban RX7051 Unisex Eyeglasses (Matte Havana Frame 5200, 47)",,Ray-Ban,mRX7051,e5200,,prescription-eyewear-frames,174.99,Made in Italy.,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7051,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,47,20,140,unisex-adult,Matte Havana Frame 5200,prescription-ready
N1-P4Y6-Z776,"Ray-Ban RX7053 Unisex Eyeglasses (Rubber Black Frame 5364, 52)",,Ray-Ban,mRX7053,e5364,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7053,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Square,non-polarized,52,17,140,unisex-adult,Black,prescription-ready
45-MNGR-E7DJ,"Ray-Ban RX7053 Unisex Eyeglasses (Rubber Blue Frame 5524, 52)",,Ray-Ban,mRX7053,e5524,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7053,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Square,non-polarized,52,17,140,unisex-adult,Blue,prescription-ready
IB-XIL4-TY8R,"Ray-Ban RX7053 Unisex Eyeglasses (Rubber Blue Frame 5524, 54)",,Ray-Ban,mRX7053,e5524,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7053,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Square,non-polarized,54,17,140,unisex-adult,Blue,prescription-ready
DL-5W7G-OPAD,"Ray-Ban RX7053 Unisex Eyeglasses (Rubber Havana Frame 5365, 52)",,Ray-Ban,mRX7053,e5365,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7053,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Square,non-polarized,52,17,140,unisex-adult,Rubber Havana Frame 5365,prescription-ready
DL-5W7R-OPAD,"Ray-Ban RX7053 Unisex Eyeglasses (Rubber Havana Frame 5365, 54)",,Ray-Ban,mRX7053,e5365,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7053,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Square,non-polarized,54,17,140,unisex-adult,Rubber Havana Frame 5365,prescription-ready
DL-5W7U-OPAD,"Ray-Ban RX7053 Unisex Eyeglasses (Rubber Red Frame 5525, 54)",,Ray-Ban,mRX7053,e5525,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7053,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Square,non-polarized,54,17,140,unisex-adult,Red,prescription-ready
DL-5W7V-OPAD,"Ray-Ban RX7053 Unisex Eyeglasses (Rubber Violet 5526, 52)",,Ray-Ban,mRX7053,e5526,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7053,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Square,non-polarized,52,17,140,unisex-adult,Violet,prescription-ready
8V-E9UD-JGBY,"Ray-Ban RX7053 Unisex Eyeglasses (Rubber Violet 5526, 54)",,Ray-Ban,mRX7053,e5526,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7053,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Square,non-polarized,54,17,140,unisex-adult,Violet,prescription-ready
5Q-QH47-3YD0,"Ray-Ban RX7054 Square Unisex Eyeglasses (Rubber Black Frame 5364, 51)",,Ray-Ban,mRX7054,e5364,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7054,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,51,17,140,unisex-adult,Black,prescription-ready
0Z-YUQY-YPEL,"Ray-Ban RX7054 Square Unisex Eyeglasses (Rubber Black Frame 5364, 53)",,Ray-Ban,mRX7054,e5364,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7054,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,53,17,140,unisex-adult,Black,prescription-ready
JW-1C88-JP89,"Ray-Ban RX7054 Square Unisex Eyeglasses (Rubber Havana Frame 5365, 51)",,Ray-Ban,mRX7054,e5365,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7054,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,51,17,140,unisex-adult,Rubber Havana Frame 5365,prescription-ready
OM-SYLN-OY6N,"Ray-Ban RX7054 Square Unisex Eyeglasses (Rubber Havana Frame 5365, 53)",,Ray-Ban,mRX7054,e5365,,prescription-eyewear-frames,94.99,,Lens: Demo,Original Ray-Ban Case and Cleaning Cloth included.,Gender: Unisex,,Ray Ban rayban ray-ban gift,reading glasses discount sale 7054,prescription demo clear lens ophtalmic optical,Authentic original new hipster round square,men women Eyeglasses frame ophtalmic,not,Composite,Demo,Rectangular,non-polarized,53,17,140,unisex-adult,Rubber Havana Frame 5365,prescription-ready
EV-M0PA-RHXK,Ray-Ban RX7056 2000 Unisex Eyeglasses Shiny Black Frame 53mm,,Ray-Ban,mRX7056,e2000,,prescription-eyewear-frames,134.99,Gender: Unisex.,Frame Color: Shiny Black Frame.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Demo Lens.,,Ray Ban rayban ray-ban gift,reading glasses,Eyeglasses frame ophtalmic prescription,Authentic made in italy round,prescription demo clear lens ophtalmic optical,black,plastic,plastic,rectangular,non-polarized,53,17,145,unisex-adult,Black,prescription-ready
